id,location.lat,location.lon,name,building_type,arch_style,age,religion,image link,description,open_hours ,tags
"('way', 366105826)",10.77298155,106.71044255601993,Giáo xứ Thủ Thiêm,place_of_worship,"modernism, french",,christian,https://iwater.vn/Image/Picture/Church/giao-xu-thu-thiem.jpg,,,
"('way', 140703181)",10.7637813,106.6814719336958,THPT Chuyên Lê Hồng Phong,institution,"indochine, romanesque, art_deco, east_asia",1925,none,https://cdn2.tuoitre.vn/471584752817336320/2023/6/20/truong-thpt-chuyen-le-hong-phong-1687254446423844517805.jpg?fbclid=IwY2xjawOQAHRleHRuA2FlbQIxMABicmlkETFWSGNjeHE0QnB5R2JLTml1c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHsaoVZu5LVj6l54W7ZrnZR-sGqTwVwiXMIWypBqvAVSbXqiahIhTANXEt7gy_aem_Sas4PmRZsDH-HfMoyuT34w,,,
"('way', 469843391)",10.77967575,106.69408257887494,THPT Lê Quý Đôn,institution,"french, east_asia",1874,none,https://upload.wikimedia.org/wikipedia/commons/8/80/Instituto_Le_Quy_Don%2C_Ciudad_Ho_Chi_Minh%2C_Vietnam%2C_2013-08-14%2C_DD_01.JPG,,,
"('way', 189165793)",10.7789672,106.68724075670961,THPT Nguyễn Thị Minh Khai,institution,french,1915,none,https://upload.wikimedia.org/wikipedia/commons/f/f5/Truong_Nguyen_thi_minh_khai_q3._hcm_-_panoramio.jpg,,,
"('way', 505295904)",10.7836076,106.73773554953907,THPT Chuyên Trần Đại Nghĩa,institution,french,1960,none,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgI-Tpsl7clagUgpEUZtTvxy6ealillxyzqQ&s,,,
"('way', 186545015)",10.78242595,106.69078227096341,THPT Marie Curie,institution,french,1918,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSww0LvziMwBGzU3Ru1ZqCJRmqorYpAxf0hhVrZaEyJ5AikHm-iMajna8b69FfR0Lt9ZkSHgaYd6j9X-PWm5qyoMcw-bABMTaKwgWVylAVMbaQLl9MJKXNXLboANoqLIjFo9XGqXcw=s1360-w1360-h1020-rw,,,
"('way', 469844102)",10.7763399,106.69295488134875,Cung Văn hóa Lao động TPHCM,community_centre,french,1925,none,https://vienkyluc.vn/Userfiles/Upload/images/cung-van-hoa.jpg,,,
,10.775667980811878,106.68948531725087,Biệt thự Phương Nam (Quận 3),residential,french,1927,none,https://static.tuoitre.vn/tto/i/s626/2016/06/28/biet-thu-phuong-nam-jpg-1467098252.jpg,,,
"('node', 4110081290)",10.7854641,106.6819971,Chùa Chantarangsay,place_of_worship,khmer,1953,khmer,https://cms.btgcp.gov.vn/upload-img/userfiles/images/image-20231031143320-3.jpeg,,,
,10.784554827973517,106.64807013384946,chùa Pothiwong,place_of_worship,khmer,1960,khmer,https://images.baodantoc.vn/uploads/2022/Th%C3%A1ng%203/Ngay_12/Ngoc/ChuaKhmer-03.jpg,,,
"('way', 465070593)",10.7826372,106.69594642740458,Hồ Con Rùa,fountain,modernism,1969,none,https://cdn3.ivivu.com/2022/10/h%E1%BB%93-con-r%C3%B9a-ivivu-12.jpg,,,
"('way', 189008790)",10.757992699999999,106.68697389683783,Thánh đường Jamiul Islamiyah,place_of_worship,islam,,muslim,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSYn7T5WbW6JgQ2T7ixyz56KhQTD0ddWEvEYqxKQyNFv1ERGgfnNCLu-syy0PvpDfmwVKbpJkYbj6Hd6nBt4lcmGLt03AfmA3MDiLyirZWnCuUub-hakqlL5cg2BiE7jZi4MLpwQ=w408-h272-k-no,,,
"('node', 11281119470)",10.7532405,106.6632902,Thánh đường Hồi giáo Chợ Lớn,place_of_worship,islam,1932,muslim,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCZtqL9QGI5Lr7GnynoNqUC0Mjg1uWdMcJGzyQBmombDRTNSr1l7-WvbLBTYIi_8DqxlfUfWB7WePi1vPeWlDsKlBDnz-PXG8yNfnKUR9g2vLOu5Vu0nZOKVEAOjXZTS6qrnfIk7kXEYQ=w408-h544-k-no,,,
"('way', 802157397)",10.769991350000002,106.70129494999999,Thánh đường Al Rahim,place_of_worship,islam,1885,muslim,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj181vLI5FGpc4aCpeWLLAlCDoNo-15SfQNDYIPo9_TCplIVh_VFwUzN8Mj8u3vAA_DcDD55yAMbGULDPf6BiBAV0Ct9JwivbtSB-DXGukodvnq1khzzNcnUP9WysWFyyMtjMOES7KkEQGw/s1600/Thanh+duong+Hoi+giao+NKKN+13.jpg,,,
"('way', 165491089)",10.7762601,106.70427117619047,Thánh đường Al Musulman,place_of_worship,islam,1935,muslim,"https://ik.imagekit.io/tvlk/blog/2023/05/go-and-share-thanh-duong-jamia-Al-musulman-1.jpg?tr=q-70,c-at_max,w-1000,h-600",,,
"('node', 1001114513)",10.7849957,106.7076753,Bảo tàng Địa chất TPHCM,museum,modernism,,none,https://redsvn.net/wp-content/uploads/2020/11/Bao-tang-Dia-chat-TPHCM-01.jpg,,,
,10.754407339789866,106.65991497405459,Hội quán Ôn Lăng,place_of_worship,chinese,1787,chinese_folk,https://statics.vinpearl.com/hoi-quan-on-lang-1_1633622801.jpg,,,
"('node',5311759821)",10.7765973, 106.6836767,Trụ sở Thorako,residential,modernism,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRGiKe4nQJx9VLREzZUcGOhSOyYB2FMpxw4VLCYef8WkyhicAQu3QQYNJcmFWb-Ai2MMwODGZrFH6O3C0ZEr579JeExDiMBCydZrD6nBbeUYT-g5m6kkfmLcA6UXdMq9G6RqVH=w408-h510-k-no,,,
"('way',421970951)",10.772730032561206,106.64585394578886,Làng nghề lồng đèn Phú Bình,marketplace,modernism,,vietnamese_folk,https://media.urbanistnetwork.com/urbanistvietnam/articleimages/2024/09/16/trungthu1h.webp,,,
"('way', 1233983136)",10.795437249999999,106.6737057,Đình Phú Nhuận,place_of_worship,vietnamese,1818,vietnamese_folk,https://media.urbanistnetwork.com/saigoneer/article-images/2023/04/12/Ky_Yen_Fesitval/k1b.jpg,,,
"('way', 289041924)",10.8020535,106.69695898327026,Lăng Tả Quân Lê Văn Duyệt,place_of_worship,vietnamese,1848,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3IqZYE2CnkJ0c-alBxfQe_NwIXlpuBlZZq1SqtubgFQRlW7hpUbtUUKc_S3N3uHfKcRR59qxawMVHYktQlG0tILkC683k0H49dBwuLxQx5tJ_hRZsRWhxgDDHNkOD4cneKnvt=w408-h544-k-no,,,
"('way', 802157427)",10.7698707,106.69922421706391,Bảo tàng Mỹ thuật TPHCM,museum,baroque,1934,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUS3j02YJfOcptuxtU-QGGb8LM_4nMy3OdnMfrbpwPCqYn7UfQbjFP9uTzJTkLuLbdAQ93P2O8i3qZLyJNFeYGnffhO7iglLGF3zUIrWL4lnB0rcpepugy8nd9Cr30AfqVEZ5icki1Pgcc=w421-h240-k-no,,,
"('way', 187895176)",10.78149175,106.70283245524486,Bệnh viện Nhi Đồng 2,hospital,french,,none,https://prod-cdn.pharmacity.io/blog/XoebDlA2-benh-vien-nhi-dong-2-nhan-duoc-su-tin-tuong-cua-nguoi-dan-tinh-thanh-phia-nam.jpeg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUYXZVMJMURHIYJSN%2F20240516%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20240516T072907Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Signature=659195c4cb452a49d933c270ba219141f9d962562b45de9b2c787019c7bbfe0a,,,
"('way', 508747836)",10.753006055647186,106.66624938385061,Hào Sỹ Phường,residential,chinese,1910,none,https://cdnphoto.dantri.com.vn/M1M-KyMcXHrYJxCQf6zeSXD9Vfk=/thumb_w/1920/2024/11/03/1-1730596785095.jpg?watermark=v1,,,
"('node',3339195238)",10.771745847388413,106.68007989498318,Chung cư Cao Thắng ,residential,modernism,1948,none,https://thanhnien.mediacdn.vn/Uploaded/2014/Pictures20123/HuynhThang/chungcu.jpg,,,
"('node',4989536221)",10.7775635,106.6878171,Tổng lãnh sự quán Nga tại TPHCM,government,modernism,1948,none,https://thoidai.com.vn/stores/news_dataimages/thuy.dangtt/112019/04/12/5832_nga.jpg,,,
"('way', 469354901)",10.7736693,106.69228079922482,Đền tưởng niệm các vua Hùng,place_of_worship,"modernism, contemporary",2009,vietnamese_folk,https://vcdn1-vnexpress.vnecdn.net/2019/04/08/denhung-17-1554729993.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=BRVQyOj-l4kpvDg2b_ZMwQ,,,
"('way', 263505858)",10.78724235,106.70570875,Đền thờ Vua Hùng (Thảo Cầm Viên),place_of_worship,"east_asia, french",1926,vietnamese_folk,http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%B9ng%20Kings%20Temple%2C%20Ho%20Chi%20Minh%20City%2C%20Vietnam%20-%20DSC06242.JPG,,,
"('node', 5001046522)",10.8000745,106.670766,Đại học Y dược TPHCM,institution,modernism,1976,none,https://i2-vnexpress.vnecdn.net/2025/06/11/f588092fb1dd02835bcc-174961416-4576-6514-1749614362.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=XFPdXM2z1kK1eoT29SZYbg,,,
"('way', 152994269)",10.77232415,106.673828226329,Nhà hát Hòa Bình,theatre,modernism,1985,none,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Nh%C3%A0_h%C3%A1t_H%C3%B2a_B%C3%ACnh.JPG/1280px-Nh%C3%A0_h%C3%A1t_H%C3%B2a_B%C3%ACnh.JPG,,,
"('way', 230796620)",10.771864149999999,106.673213372784,Việt Nam Quốc Tự,pagoda,vietnamese,1964,buddhist,https://upload.wikimedia.org/wikipedia/commons/9/9a/Vi%E1%BB%87t_Nam_Qu%E1%BB%91c_T%E1%BB%B1.JPG,,,
"('way', 494789249)",10.790396600000001,106.6823772255014,Chùa Vĩnh Nghiêm,pagoda,"vietnamese, modernism",1964,buddhist,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/C%E1%BB%95ng_ch%C3%B9a_V%C4%A9nh_Nghi%C3%AAm.jpg/1280px-C%E1%BB%95ng_ch%C3%B9a_V%C4%A9nh_Nghi%C3%AAm.jpg,,,
"('way', 1221686026)",10.778262000000002,106.64921274725317,Chùa Giác Lâm,pagoda,vietnamese,1774,buddhist,https://owa.bestprice.vn/images/destinations/uploads/chua-giac-lam-60a232136c860.jpg,,,
"('way', 369668989)",10.7863781,106.68143079760961,Chùa Pháp Hoa,pagoda,vietnamese,1967,buddhist,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Ch%C3%B9a_Ph%C3%A1p_Hoa%2C_k%C3%AAnh_Nhi%C3%AAu_L%E1%BB%99c.JPG/960px-Ch%C3%B9a_Ph%C3%A1p_Hoa%2C_k%C3%AAnh_Nhi%C3%AAu_L%E1%BB%99c.JPG,,,
"('way', 808022726)",10.7682684,106.7068035387357,Bảo tàng Hồ Chí Minh - Chi nhánh TPHCM,museum,french,1863,none,https://upload.wikimedia.org/wikipedia/commons/c/c0/Ho_Chi_Minh_Museum%2C_Saigon.jpg,,,
"('node', 9584833480)",10.7920155,106.6981151,Điện Ngọc Hoàng,place_of_worship,chinese,1900,buddhist,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Ph%C6%B0%E1%BB%9Bc_H%E1%BA%A3i_T%E1%BB%B1.jpg/1280px-Ph%C6%B0%E1%BB%9Bc_H%E1%BA%A3i_T%E1%BB%B1.jpg,,,
"('way', 801710792)",10.77674365,106.70324880088602,Nhà hát TPHCM,theatre,"flamboyant, gothic, beaux_arts, art_deco",1900,none,https://upload.wikimedia.org/wikipedia/commons/9/98/Municipal_Theatre_of_Ho_Chi_Minh_City%2C_2023_%2801%29.jpg,,,
"('node', 4131688091)",10.7522126,106.6612821,Minh Hương Gia Thạnh Hội Quán,place_of_worship,chinese,1789,chinese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/%C4%90%C3%ACnh_Minh_H%C6%B0%C6%A1ng_Gia_Th%E1%BA%A1nh.jpg/1280px-%C4%90%C3%ACnh_Minh_H%C6%B0%C6%A1ng_Gia_Th%E1%BA%A1nh.jpg,,,
"('way', 33103437)",10.72792725,106.64147178553553,Đình Bình Đông,place_of_worship,vietnamese,1853,vietnamese_folk,https://vcdn1-vnexpress.vnecdn.net/2019/05/07/dinhbinhdong-13-1557214495.jpg?w=460&h=0&q=100&dpr=2&fit=crop&s=rsED4lBYe4v_-xLRG6DxGg,,,
"('way', 604897393)",10.74532455,106.66024250025396,Đình Phong Phú,place_of_worship,vietnamese,1880,vietnamese_folk,https://i0.wp.com/ttvhtpthuduc.vn/wp-content/uploads/2021/10/%C4%91%C3%ACnh-pp-3.jpg?w=640&ssl=1,,,
"('way', 1043365165)",10.78138535,106.67306815948407,Đình Chí Hoà,place_of_worship,vietnamese,1698,vietnamese_folk,https://kyucsaigon.vn/wp-content/uploads/2023/04/4_DSC_9035_2-1600x1200-copy.jpg,,,
"('node', 9593946654)",10.87092,106.8398758,Chùa Hội Sơn,pagoda,,1600,buddhist,https://cdn.xanhsm.com/2024/11/16373662-chua-hoi-son-2.jpg,,,
"('way', 499420815)",10.949511399999999,106.69344411010947,Chùa Phước Tường,pagoda,,1741,buddhist,https://images2.thanhnien.vn/528068263637045248/2025/5/17/anh-1-cong-vao-chua-phuoc-tuong-anh-lan-chi-1747475846546139426700.jpg,,,
"('way', 460757143)",10.76298405,106.63920142815277,Chùa Giác Viên,pagoda,,1850,buddhist,https://lh7-rt.googleusercontent.com/docsz/AD_4nXfYyrCqGjiRM-XoYCyfTe4S7SqrvoedYEcO1M87EZ4Pf4ZTKvaD7RIb2vHQ-OpDBiVEomtHKC2BG6v2sCoizZfpySUQBUmox2iSggVmHzzHSu2hPAmwDc2bT6SPCzIWrmSt06kH?key=pC5OSisM5YlrAwgeALQOqsSD,,,
"('way', 604803367)",10.8117038,106.69643920071482,Đình Bình Hòa,place_of_worship,,1800,vietnamese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/%C4%90%C3%ACnh_B%C3%ACnh_H%C3%B2a.jpg/1280px-%C4%90%C3%ACnh_B%C3%ACnh_H%C3%B2a.jpg,,,
"('way', 1185443921)",10.839984600000001,106.66478939999999,Đình Thông Tây Hội,place_of_worship,,1679,vietnamese_folk,https://image.plo.vn/w1000/Uploaded/2025/ofhtamzstuqg/2024_04_15/dinh-thong-tay-hoi-3-1293.jpg.webp,,,
"('node', 4131719809)",10.8264549,106.6802373,Chùa sắc tứ Trường Thọ,place_of_worship,,1700,buddhist,https://storage-phatsuonline.sgp1.digitaloceanspaces.com/files/2020/03/New-shortcut.lnk_.jpg,,,
"('way', 1216969607)",10.7958162,106.6828762477918,Lăng Võ Di Nguy,place_of_worship,,,vietnamese_folk,https://i1-vnexpress.vnecdn.net/2021/03/18/4edd66e9b25c4102184d-1616033208.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=9CgqEYbv0WJ2vwl_Q1jnHg,,,
"('node', 4131745689)",10.7964412,106.6757181,Lăng Trương Tấn Bửu,place_of_worship,vietnamese,1827,vietnamese_folk,https://i1-vnexpress.vnecdn.net/2025/09/03/fb7e68715a06d1588817-175654052-7454-9304-1756915988.jpg?w=1020&h=0&q=100&dpr=1&fit=crop&s=MeB-7C-sv0OJvnfwo6_Vsg,,,
"('way', 604440778)","10.8336745
",106.75674424624174,Đình Trường Thọ,place_of_worship,,1800,vietnamese_folk,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4IJowGfwjcqmutKnxFa34ZWc6mwbxt32L4g&s,,,
"('way', 1359554201)",10.877851,106.76536922271973,Đình Xuân Hiệp,place_of_worship,,1934,vietnamese_folk,https://i0.wp.com/ttvhtpthuduc.vn/wp-content/uploads/2022/02/%C4%90%C3%ACnh-Th%E1%BA%A7n-Xu%C3%A2n-Hi%C3%AAp.jpg?resize=1024%2C761&ssl=1,,,
"('way', 421970999)",10.773305650000001,106.6493865,Đình Tân Phước,place_of_worship,,,vietnamese_folk,https://i0.wp.com/ttvhtpthuduc.vn/wp-content/uploads/2022/02/%C4%90%C3%ACnh-Th%E1%BA%A7n-Xu%C3%A2n-Hi%C3%AAp.jpg?resize=1024%2C761&ssl=1,,,
"('way', 805287595)",10.768916749999999,106.69560556449031,Trường THPT Ernst Thälmann,institution,,1950,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylVpk9ap60sCLKuoOl6-Sk_fhR7T-a6kWOn_zE3as2ophWFLZea2zKfqWgdotxGN39ZtLluhk8M39P09myKEqzzLQqpHtwe1Tr5LEhuVszAzqe0FNan3nyp9LnScumQ0B82Q4=s1360-w1360-h1020-rw,,,
,10.753461476958297,106.65280111725015,Đền thờ họ Trương ,place_of_worship,,,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMkZ80hXQbqZOQQzmCO9hDJCL_EyOzGRNUmKDiank7WZ_0fb5fHIE0mtSA_6ZNZ6w-gBZAecnQg4MWJVFsyT3Z03Gs9SzSLkNkJpC9sVnsAJaibgeoRCkEHFLmTXU5eiFVY4x3UA=s1360-w1360-h1020-rw,,,
"('way', 604791534)",10.77636545,106.77986972615025 ,Công viên khu mộ cổ Gò Quéo,park,,1819,none,https://cdn2.tuoitre.vn/thumb_w/730/471584752817336320/2025/9/12/20250912155729-17576813762981601233631.jpg,,,
"('way', 730144831)",10.86473235,106.8373555,Đình Thần Long Bình,place_of_worship,vietnamese,,vietnamese_folk,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAD2NYJAhQtt20GTYdjskRyEjlR8BRS8d-pA&s,,,
"('way', 832342508)",10.8448285,106.83064925183814,Đình Thần Long Hòa,place_of_worship,vietnamese,,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7f3MQtxP51sUzlAaTfpzrcDC-KdKVYjSsl-7_VCZS7Jod3oqptyJ6y_JBxFDv0DJPe3X6-K6oHVaC1itGN-F_LqbJMbEjaHH5-OUS35nwIax33OCuPO83Y4XwCGHs4EPefPqL=s1360-w1360-h1020-rw,,,
"('way', 1154556140)",10.7756529,106.71070751659494,Đình Thần An Khánh,place_of_worship,vietnamese,1650,vietnamese_folk,https://cdn2.tuoitre.vn/thumb_w/1100/471584752817336320/2023/5/4/base64-16831973908311976930857.png,,,
"('node', 4110078089)",10.7762825,106.6719677,Bảo tàng Y học cổ truyền Việt Nam,museum,vietnamese,2003,none,https://images2.thanhnien.vn/528068263637045248/2025/4/2/17905657-17435696078291749247869.jpeg,,,
"('way', 198123907)",10.7853513,106.70645932105377,Trường THPT Trưng Vương,institution,,1957,none,https://cdn2.tuoitre.vn/thumb_w/640/471584752817336320/2023/8/26/img3121-16929856947721495532974.jpeg,,,
"('way', 692383431)",10.33162115,107.07503879482532,Đền thờ Đức Thánh Trần Hưng Đạo,place_of_worship,vietnamese,1932,vietnamese_folk,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Tran_Hung_Dao_Temple_%289981911814%29.jpg/1280px-Tran_Hung_Dao_Temple_%289981911814%29.jpg,,,
"('way', 35115148)",10.78363467396026,106.67485356183425,"Mộ ông Binh Bộ Kiểm duyệt Ty, Thừa vụ lang họ Trần",place_of_worship,vietnamese,1857,vietnamese_folk,https://i1-vnexpress.vnecdn.net/2024/12/11/z6119795296017-e04710e37208864-6105-7125-1733907740.jpg?w=1020&h=0&q=100&dpr=1&fit=crop&s=GHEAvyAD8h2oB8MRsIvNvg,,,
"('node', 11412869313)",10.8042742,106.6619504,Khu lưu niệm mộ cụ Phan Châu Trinh,place_of_worship,,1930,vietnamese_folk,https://i1-vnexpress.vnecdn.net/2020/07/15/CG2A8343-2-1594814710.jpg?w=1200&h=0&q=100&dpr=2&fit=crop&s=RCuSH2oK4Zhn65vH1cvOKA,,,
,10.799499081453934,106.63862468165155,Miếu Tân Kỳ - Miếu Ông Bổn,place_of_worship,,1815,"vietnamese_folk, chinese_folk",https://vegiang.com/images/Cong-mieu-Ong-Bon.jpg,,,
"('way', 197995330)",10.8052466,106.66058518111429,Bảo tàng Không quân phía Nam,museum,contemporary,1995,none,https://images2.thanhnien.vn/528068263637045248/2025/4/2/img7579-17435963847351400842864.jpeg,,,
"('relation',17583697)",10.801106821914843,"106.66523318280645
",Công viên Hoàng Văn Thụ,park,contemporary,1989,none,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Hoang_Van_Thu_Park.jpg/1280px-Hoang_Van_Thu_Park.jpg,,,
"('way', 614636407)",10.69837465,106.73501148017641,Đình Phú Xuân Nhà Bè,place_of_worship,vietnamese,1800,vietnamese_folk,https://iwater.vn/Image/Picture/New/333/dinh_phu_xuan.jpg,,,
"('way', 754264564)",10.417262749999999,106.97136363054858,Lăng Ông Thủy Tướng,place_of_worship,vietnamese,1911,vietnamese_folk,https://cdn3.ivivu.com/2022/11/Anh-1-1618721507.jpg,,,
,10.480479187530538,106.76300671903466,Đình Dương Văn Hạnh,place_of_worship,vietnamese,1864,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxdEd6rRswPpZ2DkaYf2lnHSCVfRVQq98AEXjeWbUWnAB66J_V29tOnIF8YC5YZeQ7tnt78s-Ummr4IYzhgbk194S6po0i-3upRXYdTzMQdYTgEIKpVrAFduAGk0BDPF9T9VkRj=s1360-w1360-h1020-rw,,,
"('way', 1389035107)",10.64766615,106.78680995288772,Đình Bình Khánh - Mộ Tiền hiền Trần Quang Đạo,place_of_worship,vietnamese,,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwl5-qRUBWR_jXqx94cC3Y7-YeEiNN47qmOkKuN7ywpOO3Pq1_M_FxL9W6TS7Dpw9odG2BrOLahS_RNHuGkKdpnT14crbKJq6t7m0sG3YVGU98zzuitXx2RTEvFlAKjikdRIh8tOQ=w408-h306-k-no,,,
"('way', 1064336014)",10.710742450000001,106.65362730000001,Đình Phú Lạc,place_of_worship,vietnamese,1852,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUXPxS6wXZQAgn2beyN4zxHc7eutSBtho6mYOsxXv-JC9d73j-HZya8BVFR0odt81y1SmrnDexfs5K92oXFlGAwosZPwShujHE6Md2byXa1CNabi6BBgf1xou0S37LgIZirtyFbYqtU_NI=s1360-w1360-h1020-rw,,,
"('way', 407413903)",10.66879535,106.56807776241035,Đình Bình Trường,place_of_worship,vietnamese,1818,vietnamese_folk,https://upload.wikimedia.org/wikipedia/vi/4/49/Congdinh.jpg,,,
"('way', 604845950)",10.7994694,106.74176159999999,Đình An Phú,place_of_worship,,1900,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSsms4C9cVP8X7VyuW3ydaKZf0m-PYaXIaTKhg9-WdqWnRkiEHOOLPaXXkw_IcYZFOgKd-Tt2bKHFWrRMLOyl-n4Rmzf5s4nI0O5Qtaaer8CbJvRu7AoigollCKl-ehLU0PA62=s1360-w1360-h1020-rw,,,
"('node', 4603007782)",10.8026983,106.7512806,Pháp viện Minh Đăng Quang,place_of_worship,,1968,buddhist,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf5phy6GvBEQP5Z4GCEB6VNatgS1W31g3Rw1PzhlQz3Yit3enjE9xj-qbZ0tTNqZpm6-p9XLbaS6agDWf7AF1JmP2UrknZuC0WfK9bx4gjTWxSzAAkDcgJSO1Zz3w9vFdbtTEF=s1360-w1360-h1020-rw,,,
"('way', 691227614)",10.72343835,107.22279702984092,Chùa Phước Long,place_of_worship,,1965,buddhist,https://i1-vnexpress.vnecdn.net/2018/07/17/chuaphuoclong-2-1531825515.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=Y1tTQoe9INrWc3YD85y-Rw,,,
"('way', 589315586)",10.84359165,106.76316395,Chùa Nam Thiên Nhất Trụ,place_of_worship,,1977,buddhist,"https://ik.imagekit.io/tvlk/blog/2023/09/go-and-share-chua-nam-thien-nhat-tru-2.webp?tr=q-70,c-at_max,w-1000,h-600",,,
"('way', 321938412)",10.851830799999998,106.75705167754069,Giáo xứ Thủ Đức,place_of_worship,,1879,christian,https://giothanhle.net/wp-content/uploads/2016/10/nha-tho-thu-duc.jpg,,,
,10.808898637875734,106.85321587276569,Bảo Tàng Áo Dài,museum,vietnamese,2014,none,https://baotangaodai.com.vn/image/catalog/New%20EG/15161.jpg,,,
,10.753250751751624,106.66117158971338,Thất Phủ Thiên Hậu Cung,place_of_worship,,1760,buddhist,https://www.vietnamairlines.com/~/media/SEO-images/2025%20SEO/Thay%20Anh%20Traffic%20Tieng%20Viet/chua%20ba%20thien%20hau/chua-ba-thien-hau-xay-dung-mai-am-duong-cham-tro-cau-ky-tinh-xao,,,
"('way', 1336757608)",10.84206775,106.64961915,Đình An Hội,place_of_worship,,1900,vietnamese_folk,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj0zKB3L3BX_-lRcYDnGt8ILDFl48yCVqRtbgJ0Crt5fj9u3VjhLzz_Pl4inSIPTGe-WBmtXtRg6_qXa2OgkG3OfqNNOW089pWyOCpyQZp3jiQQjwmgGK-vBYrrIMZoO2oTkio15OBw2eyZ6jqAM8UIlbjqEbh8riGifN3gfQb1Dm27ZwMx3hdkX69MJJA/w480-h640/1714661226285anhoi.png,,,
,10829761563421300,10669151854637500, Miếu Sa Tân ,place_of_worship,,,vietnamese_folk,https://images2.thanhnien.vn/528068263637045248/2025/6/7/mieu-sa-tan-17492745686022022081900.jpg,,,
,10.812594705970437,106.69461175226597,Chùa Sắc Tứ Tập Phước,place_of_worship,,,buddhist,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Ch%C3%B9a_T%E1%BA%ADp_Ph%C6%B0%E1%BB%9Bc.jpg/500px-Ch%C3%B9a_T%E1%BA%ADp_Ph%C6%B0%E1%BB%9Bc.jpg,,,
,10.760320962521504,106.57502271481474,Chùa Long Thạnh,place_of_worship,,1740,buddhist,https://chonthieng.com/data/uploads/2022/10/CHUA-LONG-THANH-BINH-TAN-TPHCM-6-640x426.jpg,,,
"('way', 717669406)",10.75838525,106.60635905000001,Đình Bình Trị Đông,place_of_worship,,1853,vietnamese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyNwsI-FCymUGvV4CEGQFhh-Oat1l3VcWPfuYfoU-TSZ0D4v5nIe-MGus_oEV8vhkYuhQRnx5DrVfC6EZ2e0-9Mv3cH_gVCYeW8iiMU_DHFXsW3Ef7OSo0FL5uCDmn51QmtKh0hvw=s901-k-no,,,
,10.791357125416127,106.60419155730276,Giáo xứ Bình Thuận (Bình Tân),place_of_worship,,1966,christian,https://tgpsaigon.net/Images/Parish/giao-xu-binh-thuan-15052020_092831.JPG,,,
,10.752436274988844,106.67617626597202,Giáo xứ Thánh Phaolô (Bình Tân),place_of_worship,,1961,christian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx60Pic-opKfKAOo8fQEv7-GNV2WEpa7q3ucSL4uqQb-frui76BBylptNEKHm1VPkBQ0WRwzlcl5qN7sYSYCpsxJnn3Qk29pPICb3R4f44mkzJidUv1w0y65ZJS3sH3Iw1cIlKlO8hIxEI=s1024-v1,,,
,10.780793700158094,106.61590496107476,Giáo xứ Thiên Ân,place_of_worship,,2001,christian,https://tgpsaigon.net/Images/Parish/giao-xu-thien-an-15052020_101445.JPG,,,
