Key,ID,location.lat,location.lon,name,building_type,arch_style,age,religion,image link,description,open_hours ,day_off,refined
node_2676925717,"('node', 2676925717)",10.7736968,106.6941856,Miếu Năm Bà Ngũ Hành Tao Đàn,shrine,chinese,,chinese_folk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOqwPqiCmtR7FJEK2w3wsUe8egNF_IicSb2vr8hAiAQGXd3Ozs-hN96MvJGmkcJcXYd-_D5508OIcmJ5H93yrVabTFlA33dXJAmIHhh6ruEqRh5VrSeXa5IP3ivapgum_gXVgh=s1360-w1360-h1020-rw,"Miếu Năm Bà Ngũ Hành Tao Đàn là một ngôi miếu cổ ở TP.HCM, nổi tiếng linh thiêng và được xây dựng để thờ cúng năm vị nữ thần Ngũ Hành. Ngôi miếu này có kiến trúc truyền thống, nổi bật với điện thờ có 12 bức tượng, bao gồm tượng của 5 mẹ Ngũ Hành cùng các vị thần khác. Ngoài ra, miếu còn lưu giữ tro cốt của những người quá cố và được người dân địa phương rất coi trọng, tổ chức cúng tế định kỳ vào ngày 16/2 âm lịch. 
https://nhadatlongan.net.vn/mieu-ba-ngu-hanh/",7:00 -17:00,,
way_198123915,"('way', 198123915)",10.784415899999999,106.70504214208285,Đại chủng viện thánh Giuse,seminary,french,1866,christian,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Nh%C3%A0_nguy%E1%BB%87n_trong_%C4%90%E1%BA%A1i_ch%E1%BB%A7ng_vi%E1%BB%87n.JPG/1280px-Nh%C3%A0_nguy%E1%BB%87n_trong_%C4%90%E1%BA%A1i_ch%E1%BB%A7ng_vi%E1%BB%87n.JPG,"""Đại chủng viện Thánh Giuse"" có thể đề cập đến hai tổ chức chính là Đại chủng viện Thánh Giuse Sài Gòn (đào tạo linh mục cho Tổng giáo phận TP.HCM và các giáo phận lân cận) và Đại chủng viện Thánh Giuse Xuân Lộc (đào tạo linh mục cho các giáo phận Bà Rịa, Đà Lạt, Phan Thiết và Xuân Lộc). Cả hai đều là nơi đào tạo linh mục của Giáo hội Công giáo tại Việt Nam. ",24/7,,
node_4187322590,"('node', 4187322590)",10.7556868,106.6815644,Lăng Trương Vĩnh Ký,tomb,"french, east_asia",1886,christian,https://i1-vnexpress.vnecdn.net/2020/06/23/mo-truong-vinh-ky-7-1592921317.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=4Rta_Jwa3ljwyvHk8P2mEA,"Lăng Trương Vĩnh Ký là khu lăng mộ độc đáo của nhà bác học Trương Vĩnh Ký tại số 520 Trần Hưng Đạo, Quận 5, TP.HCM, một công trình kiến trúc kết hợp Đông-Tây do chính ông thiết kế. Công trình này tọa lạc trong khuôn viên mộ dòng họ, là nơi an nghỉ của ông, vợ và con trai cả. Lăng mộ nổi bật với kiến trúc đặc trưng, hai dòng chữ Latin trên cửa ra vào và các chi tiết trang trí tinh xảo. 
https://www.historicvietnam.com/petrus-ky-mausoleum/",6:00 - 18:00,,
way_39619627,"('way', 39619627)",10.7570069,106.66739232264311,Giáo xứ Thánh Jeanne d'Arc,church,romanesque,1928,christian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwAwdlhKz_kAdZAKvhyCsqMcQiR-m1MourRFvXX3IrZEYoR2jZC4afDN7N0yZyToQLeyratPApRIODDPdMRAzlbbp980MxcauY4j0jKjG3N_wzrTOIe8tZwE_EljmIXrxfX2Nan=s1360-w1360-h1020-rw,"Nhà thờ Thánh Jeanne d'Arc, hay còn gọi là Nhà thờ Ngã Sáu, là một công trình tôn giáo nổi bật tại Quận 5, Thành phố Hồ Chí Minh, nổi tiếng với kiến trúc độc đáo và vị trí lịch sử.
https://www.xanhsm.com/news/nha-tho-thanh-jeanne-darc-quan-5",5:00 - 19:00,,
way_39619657,"('way', 39619657)",10.757335000000001,106.6817269105739,Giáo xứ Chợ Quán,church,french,1896,christian,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nh%C3%A0_th%E1%BB%9D_Th%C3%A1nh_T%C3%A2m_Ch%C3%BAa_Gi%C3%AAsu%2C_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg/500px-Nh%C3%A0_th%E1%BB%9D_Th%C3%A1nh_T%C3%A2m_Ch%C3%BAa_Gi%C3%AAsu%2C_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg,"Nhà thờ Chợ Quán (tên chính thức là Nhà thờ Thánh Antôn Pađôva) là một trong những nhà thờ Công giáo lâu đời nhất và mang tính biểu tượng nhất tại Thành phố Hồ Chí Minh, nổi bật với kiến trúc Gothic cổ kính và lịch sử phong phú. 
https://thanhnien.vn/nha-tho-cho-quan-hon-300-nam-co-nhat-tphcm-duoc-xay-dung-8-lan-185250726124122702.htm",5:00 - 19:00,,
way_60118189,"('way', 60118189)",10.78835975,106.69064176486911,Giáo xứ Tân Định,church,"romanesque, gothic, renaissance",1876,christian,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/T%C3%A2n_%C4%90%E1%BB%8Bnh_Church_20190922.jpg/960px-T%C3%A2n_%C4%90%E1%BB%8Bnh_Church_20190922.jpg,"Nhà thờ Tân Định là một công trình kiến trúc Công giáo nổi tiếng ở Quận 3, TP. Hồ Chí Minh, được xây dựng từ năm 1870-1876. Nhà thờ nổi bật với sắc hồng đặc trưng và sự kết hợp giữa kiến trúc Gothic, Baroque và Roman, thu hút nhiều du khách tham quan. Tên chính thức của nhà thờ là Nhà thờ Thánh Tâm Chúa Giêsu, tọa lạc tại 289 Hai Bà Trưng.
https://vinpearl.com/vi/nha-tho-tan-dinh-sai-gon-diem-san-hinh-cuc-chat-cho-tin-do-yeu-mau-hong","8:00 - 11:00
14:00 - 17:00",saturday;sunday,
way_60118190,"('way', 60118190)",10.80315705,106.68494786130157,Giáo xứ Phú Hạnh,church,modernism,1975,christian,https://giothanhle.net/wp-content/uploads/2016/10/nha-tho-phu-hanh-2.jpg,"Nhà thờ Phú Hạnh là một giáo xứ Công giáo tại số 121 Phan Đăng Lưu, P.7, Q.Phú Nhuận, TP.HCM, được thành lập năm 1975. Nhà thờ đã trải qua nhiều lần trùng tu, sửa đổi và được xây dựng lại kiên cố vào năm 1989. Hiện nay, nhà thờ có một cộng đoàn giáo dân gắn bó, được chia thành 5 khu xóm, với các hoạt động tôn giáo và mục vụ đa dạng. ",5:00 - 20:00,,
way_166344439,"('way', 166344439)",10.7622813,106.69839646791394,Giáo xứ Vĩnh Hội,church,"east_asia, french",1875,christian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9ExMzUbtsOPmFJBRGUiGf3pKpVBXzjQw9CVQ_Gw3ph01UP0zPpOMqa88rSYoeBY2aK32r1jX9aokjYtOMzvvrBEhtuQdrrimpyYlguYuOZ3ySyRtzgwqgmObfrqWyjbyGkLs=s1360-w1360-h1020-rw,"Nhà thờ Vĩnh Hội là một nhà thờ Công giáo lâu đời và nổi bật ở Quận 4, Thành phố Hồ Chí Minh, được biết đến với kiến trúc độc đáo kết hợp giữa nét Á Đông và Tây phương. Nhà thờ nằm ở vị trí thuận lợi bên bờ kênh Bến Nghé, dễ dàng được nhìn thấy từ phía Quận 1. ",5:00 - 21:00,,
way_801950766,"('way', 801950766)",10.779768650000001,106.69904266265823,Giáo xứ Chánh Tòa (Nhà thờ chánh tòa Đức Bà Sài Gòn),church,neo-romanesque,1880,christian,https://upload.wikimedia.org/wikipedia/commons/d/d7/Bas%C3%ADlica_de_Nuestra_Se%C3%B1ora%2C_Ciudad_Ho_Chi_Minh%2C_Vietnam%2C_2013-08-14%2C_DD_03.JPG,"Nhà thờ Đức Bà Sài Gòn là một biểu tượng kiến trúc lịch sử nổi bật của Thành phố Hồ Chí Minh, nằm ở trung tâm Quận 1 tại số 01 Công xã Paris. Công trình này được xây dựng từ năm 1877 và hoàn thành vào năm 1880 với kiến trúc Pháp cổ điển và vật liệu nhập khẩu hoàn toàn từ Pháp.
https://www.xanhsm.com/news/nha-tho-duc-ba",5:30 - 17:30,,
node_9584599327,"('node', 9584599327)",10.7498056,106.6737054,Giáo xứ An Bình,church,"chinese, modernism",1969,christian,https://giothanhle.net/wp-content/uploads/2023/07/anbinh_1.jpg,"Giáo xứ An Bình, thuộc Tổng Giáo phận Sài Gòn, có địa chỉ tại số 4 An Bình, Phường 5, Quận 5, được thành lập năm 1969 và lấy Thánh Giuse Thợ làm Bổn mạng. Giáo xứ có các giờ lễ khác nhau vào các ngày trong tuần, và hiện do Linh mục Đaminh Lưu Nhuận Hiển làm Quản nhiệm, Linh mục Giuse Trần Đăng Quang là Phó xứ. 
https://tgpsaigon.net/gioi-thieu-giao-xu/an-binh-699",5:30 - 18:00,,
way_907280822,"('way', 907280822)",10.768614,106.688957,Giáo xứ Chợ Đũi - Nhà thờ Huyện Sĩ,church,gothic,1859,christian,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Nh%C3%A0_th%E1%BB%9D_huy%E1%BB%87n_S%E1%BB%B9_%E1%BB%9F_HCM.jpg/250px-Nh%C3%A0_th%E1%BB%9D_huy%E1%BB%87n_S%E1%BB%B9_%E1%BB%9F_HCM.jpg,"Giáo xứ Chợ Đũi - Nhà thờ Huyện Sỹ là một nhà thờ Công giáo cổ, có tên chính thức là Nhà thờ Thánh Philipphê Tông đồ, tọa lạc tại 1 Tôn Thất Tùng, Quận 1, Thành phố Hồ Chí Minh. Đây là một trong sáu nhà thờ cổ nhất Sài Gòn, được xây dựng theo phong cách kiến trúc Gothic và khánh thành vào năm 1910. Tên gọi ""Huyện Sỹ"" là do người dân địa phương gọi quen thuộc để tôn vinh ông Lê Phát Đạt, người đã đóng góp xây dựng nhà thờ. 
https://mia.vn/cam-nang-du-lich/nha-tho-huyen-sy-19180",9:00 - 21:00,,
way_327969756,"('way', 327969756)",10.78623145,106.7010351206109,Giáo xứ Mạc Ty Nho,church,"modernism, french",1961,christian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPEM9LdigtOt3IycJDqhz3SVA-BSxFDLwl9A&s,"Nhà thờ Mạc Ty Nho (còn gọi là Giáo xứ Mạc Ty Nho) là một nhà thờ Công giáo nổi bật tọa lạc tại trung tâm Thành phố Hồ Chí Minh, nổi tiếng với các hoạt động cộng đồng và trang trí lễ hội độc đáo. 
https://muctim.tuoitre.vn/den-nha-tho-mac-ty-nho-check-in-giang-sinh-voi-cay-thong-xoay-360-do-101241213182102305.htm",5:30 - 18:30,,
way_366664392,"('way', 366664392)",10.7519741,106.6536926941934,Giáo xứ Thánh Phanxicô Xaviê (Nhà thờ Cha Tam),church,"gothic, east_asia",1900,christian,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Ph%C6%B0%E1%BB%9Dng_14%2C_Qu%E1%BA%ADn_5%2C_TPHCM%2C_Vietnam_-_panoramio_%287%29.jpg/250px-Ph%C6%B0%E1%BB%9Dng_14%2C_Qu%E1%BA%ADn_5%2C_TPHCM%2C_Vietnam_-_panoramio_%287%29.jpg,"Nhà thờ Cha Tam, tên chính thức là Nhà thờ Thánh Phanxicô Xaviê, là một nhà thờ cổ ở TP. Hồ Chí Minh, nổi tiếng với kiến trúc độc đáo pha trộn phong cách châu Âu và nét văn hóa Á Đông. Được xây dựng vào năm 1902, công trình này ban đầu phục vụ cộng đồng giáo dân người Hoa ở Chợ Lớn và do linh mục Pierre d'Assou (tên Việt là Cha Tam) khởi xướng. Nhà thờ không chỉ là địa điểm tôn giáo mà còn là di tích lịch sử quan trọng, đặc biệt liên quan đến sự kiện chính trị năm 1963.
https://mia.vn/cam-nang-du-lich/nha-tho-cha-tam-sai-gon-17689","7:00 - 12:00
14:00 - 18:00
19:00 - 21:00",,
way_330305509,"('way', 330305509)",10.77123845,106.66620458529727,Giáo xứ Đồng Tiến,church,"modernism, french",1965,christian,https://giothanhle.net/wp-content/uploads/2016/10/nha-tho-dong-tien-15.jpg,"Nhà thờ Đồng Tiến là một nhà thờ Công giáo nổi bật tọa lạc tại Quận 10, Thành phố Hồ Chí Minh, được biết đến với kiến trúc độc đáo và là trung tâm sinh hoạt tôn giáo quan trọng của giáo xứ. 
https://tgpsaigon.net/gioi-thieu-giao-xu/dong-tien-851",6:00 - 17:30,,
way_371278740,"('way', 371278740)",10.7938295,106.6694208945269,Giáo xứ Thánh Đa Minh (Ba Chuông),church,"east_asia, french",1962,christian,https://cdn.xanhsm.com/2024/11/5fa5d827-nha-tho-da-minh-ba-chuong-2.jpg,"Nhà thờ Đa Minh - Ba Chuông là một giáo xứ Công giáo nổi tiếng tại Thành phố Hồ Chí Minh, được biết đến với kiến trúc Á Đông độc đáo và lịch sử lâu đời. Tên gọi ""Ba Chuông"" xuất phát từ ba quả chuông được gắn trên đỉnh nhà thờ.
https://www.xanhsm.com/news/nha-tho-da-minh-ba-chuong",5:00 - 21:30,,
way_1042849147,"('way', 1042849147)",10.789571299999999,106.70030639146191,Giáo xứ Phanxicô Đa Kao,church,"modernism, french",1973,christian,https://lh3.googleusercontent.com/p/AF1QipMlc6qk3O-rdPEkEH7VmjsmTtgpSfWwn3lvOamV=s1360-w1360-h1020-rw,"Nhà thờ Phanxicô Đa Kao, tọa lạc tại trung tâm Quận 1, Thành phố Hồ Chí Minh, là một giáo xứ Công giáo năng động và có lịch sử lâu đời, đóng vai trò vừa là nơi thờ phượng của giáo dân địa phương vừa là trung tâm hoạt động của tu viện Dòng Phan Sinh. 
https://tgpsaigon.net/gioi-thieu-giao-xu/phanxico-dakao-713",5:00 - 21:00,,
way_1156119270,"('way', 1156119270)",10.779788499999999,106.69071494386465,Tòa Tổng Giám mục Sài Gòn,archbishop's_palace,french,1960,christian,https://upload.wikimedia.org/wikipedia/vi/thumb/3/31/T%C3%B2a_T%E1%BB%95ng_gi%C3%A1m_m%E1%BB%A5c_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg/2560px-T%C3%B2a_T%E1%BB%95ng_gi%C3%A1m_m%E1%BB%A5c_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg,"Tòa Tổng Giám mục Sài Gòn là trụ sở hành chính của Tổng Giáo phận Thành phố Hồ Chí Minh, một trong những giáo phận Công giáo lâu đời nhất và quan trọng nhất tại Việt Nam. Tọa lạc tại trung tâm Thành phố Hồ Chí Minh, khuôn viên này nổi tiếng vì có một trong những ngôi nhà cổ nhất Sài Gòn với lịch sử hơn hai thế kỷ. 
https://tgpsaigon.net/bai-viet/toa-tong-giam-muc-sai-gon-166",7:30 - 16:30,sunday,
way_198123915,"('way', 198123915)",10.784789413035352,106.70396093767155,Trung tâm Mục vụ Tổng giáo phận Sài Gòn,pastoral_center,french,,christian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy4G2FNNpdClewG9Yw0QsbkVtu2h5IEsQP2yRdxADT3OClWTMfBiiI71Qolm05xx9hUSeiQ0BgCpva_7UDFN6jsiVYkkObpCrRQkFq3k10y01MsL-K1gs_Pu1YFjFsNftKpoA4=w408-h306-k-no,"Trung tâm Mục vụ Tổng giáo phận Sài Gòn là một trung tâm đa năng tọa lạc tại quận 1, Thành phố Hồ Chí Minh, có vai trò tổ chức các hoạt động mục vụ, đào tạo và là nơi gặp gỡ của cộng đồng Công giáo.
https://tgpsaigon.net/gioi-thieu-giao-xu/giao-xu-trung-tam-muc-vu-971",8:00 - 20:30,sunday,
way_1059566394,"('way', 1059566394)",10.7790693,106.68363629592108,Đại học Sài Gòn cơ sở 1,university,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQmnXuGVdwDFO7ByCWVsNS_9iJ0IKgR5k0I2dIrwgzz_6nCBV1RQEFOj-ZLsucxefhesj_GMwgik00S2aZG2mXqVCiiZWTExJ1JnQmwxZlHgoawKlo0oS2jVtriIyFgSOXiLvK=s1360-w1360-h1020-rw,"Đại học Sài Gòn cơ sở 1 là một trường đại học công lập có lịch sử lâu đời, tọa lạc tại số 273 An Dương Vương, Quận 5, TP.HCM, được biết đến với kiến trúc cổ kính pha trộn phong cách Pháp và Trung Hoa. Trường có chất lượng đào tạo cao, đào tạo đa ngành nghề ở cả bậc đại học và sau đại học, và nằm trong nhóm các trường đại học hàng đầu Việt Nam.
https://cellphones.com.vn/sforum/truong-dai-hoc-sai-gon",6:30 - 20:00,sunday,
way_193085693,"('way', 193085693)",10.783285150000001,106.70639157867404,Đại học Sài Gòn cơ sở 2,university,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5tVVzHxjva_K2InkZaKuK8blvH-3yK8JEzIQOEFCtWk5vV_Gm0rfu86EILxj-JYUpjQ-lKdsmNoR1rOUIAfVIj_QVhWEcDN1m-AcZ62JEw3DrBFm43ZzNKdJoy8zvpaQ6GLPshw=s1360-w1360-h1020-rw,"Đại học Sài Gòn (SGU) Cơ sở 2 tọa lạc tại địa chỉ 04 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, là một phần quan trọng của hệ thống đào tạo của trường, nổi bật với vị trí đắc địa ngay trung tâm kinh tế và du lịch của Thành phố Hồ Chí Minh, gần sông Sài Gòn. Đây là nơi đặt văn phòng Khoa Giáo dục Mầm non và tổ chức các lớp học cho ngành này cùng một số chuyên ngành khác, được đầu tư cơ sở vật chất đầy đủ tiện nghi, cung cấp môi trường học tập năng động và thuận lợi cho sinh viên di chuyển, tiếp cận các tiện ích của trung tâm thành phố.
https://cellphones.com.vn/sforum/truong-dai-hoc-sai-gon",6:30 - 20:00,sunday,
node_5416327328,"('node', 5416327328)",10.7877437,106.7054618,Thảo Cầm Viên,zoo,french,1869,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxItAo0gmkyb2KD6AE62Z2vLba3KNKBVjIDXGp5IGRwF6OCPZ-2xXhR0S5_CGsJ-jGkDvh9dJALQq4Gystqit_6Qsyyu34JAG_pjj7Le8uZzAnndNKDqv09Dih1ut4EPEsuoHU=s1360-w1360-h1020-rw,"Thảo Cầm Viên Sài Gòn (Saigon Zoo and Botanical Gardens) là một công viên bảo tồn động vật và thực vật rộng hơn 20 ha, tọa lạc ngay trung tâm Quận 1, Thành phố Hồ Chí Minh. Đây là một trong những vườn thú lâu đời nhất trên thế giới, với lịch sử hình thành và phát triển từ năm 1864.
https://www.vietnamairlines.com/la/vi/useful-information/travel-guide/zoo-and-botnical-gardens-hcm",7:00 - 17:30,,
relation_17758150,"('relation', 17758150)",10.78797185,106.7049562864172,Bảo tàng Lịch sử TPHCM,museum,indochine,1929,none,https://upload.wikimedia.org/wikipedia/commons/5/57/Vietnam_History_Museum_HCMC.JPG,"Bảo tàng Lịch sử TPHCM là một bảo tàng lớn và lâu đời, tọa lạc tại số 2 đường Nguyễn Bỉnh Khiêm, Quận 1, bên trong khuôn viên Thảo Cầm Viên. Nơi đây sở hữu hơn 40.000 hiện vật, bao gồm 12 bảo vật quốc gia, và trưng bày lịch sử, văn hóa Việt Nam từ thời tiền sử đến năm 1945, cũng như các nền văn hóa Châu Á. Tòa nhà được công nhận là Di tích kiến trúc nghệ thuật cấp Quốc gia với kiến trúc Đông-Tây độc đáo.
https://mia.vn/cam-nang-du-lich/bao-tang-lich-su-thanh-pho-ho-chi-minh-12480","8:00 - 11:30
13:00 - 17:00",monday,
way_804926030,"('way', 804926030)",10.783164750000001,106.7043358398439,Đan viện Cát Minh,monastery,french,1876,christian,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwojzbN8FKGl4m80osAzQKwJ8claWzzjnRtiXao1zwsXucrteNF4PXV3V6Q2rXVHiVhVPPSnT8j3z3LXq8Uu7vWxFMbQwoZLsjlN-zDBOey4ZxkKx8UK750n9E3hqhoAH4FwIY=s1360-w1360-h1020-rw,"Đan viện Cát Minh (Carmelite Monastery) là một dòng tu Công giáo chuyên về đời sống chiêm niệm, cầu nguyện thầm lặng và hy sinh, với nhiều cơ sở tại Việt Nam, đặc biệt là Đan viện Cát Minh Sài Gòn mang tính lịch sử.
https://meetup.vn/dia-diem/dan-vien-cat-minh-33-ton-duc-thang-quan-1/",9:00 - 17:00,,
way_39514793,"('way', 39514793)",10.77995565,106.6999920762309,Bưu điện trung tâm Sài Gòn,post_office,"gothic, renaissance, neo-baroque",1891,none,"
https://upload.wikimedia.org/wikipedia/commons/7/78/Ho_Chi_Minh_City%2C_Central_Post_Office%2C_2020-01_CN-01.jpg","Bưu điện Trung tâm Sài Gòn là một công trình kiến trúc độc đáo, kết hợp phong cách châu Âu cổ điển với kiến trúc Pháp và một chút ảnh hưởng Gothic, được xây dựng từ năm 1886-1891. Tòa nhà này có địa chỉ tại số 2, Công xã Paris, Quận 1, đối diện Nhà thờ Đức Bà. Ngoài chức năng bưu chính, nơi đây còn là địa điểm du lịch nổi tiếng, thu hút du khách bởi vẻ đẹp lịch sử và kiến trúc.
https://vinpearl.com/vi/kham-pha-kien-truc-doc-dao-va-check-in-tai-buu-dien-trung-tam-sai-gon",8:00 - 17:00,,
"way,186275012","('way',186275012)",10.783413961954844,106.69893807405496,Tổng Lãnh sự quán Pháp,government,french,2003,none,https://visana.vn/wp-content/uploads/2019/01/T%E1%BB%95ng-L%C3%A3nh-S%E1%BB%B1-Qu%C3%A1n-Ph%C3%A1p-t%E1%BA%A1i-H%E1%BB%93-Ch%C3%AD-Minh.png,"Tổng Lãnh sự quán Pháp tại Thành phố Hồ Chí Minh (Consulat Général de France à Hô Chi Minh Ville) là cơ quan đại diện ngoại giao của Pháp, có chức năng bảo vệ quyền lợi của công dân Pháp và thúc đẩy mối quan hệ song phương trong khu vực phía Nam Việt Nam.
https://vi.wikipedia.org/wiki/T%E1%BB%95ng_L%C3%A3nh_s%E1%BB%B1_qu%C3%A1n_Ph%C3%A1p_t%E1%BA%A1i_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh",9:00 - 24:00,saturday;sunday,
way_140703186,"('way', 140703186)",10.7625844,106.68169483128824,Đại học khoa học tự nhiên cơ sở 1,university,"french, modernism, contemporary",,none,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_T%E1%BB%B1_nhi%C3%AAn_-_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpg/330px-Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_T%E1%BB%B1_nhi%C3%AAn_-_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Qu%E1%BB%91c_gia_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh.jpgg,"Khuôn viên cơ sở 1 Trường Đại học Khoa học Tự nhiên, tọa lạc tại số 227 Nguyễn Văn Cừ, Quận 5, TP.HCM, nổi bật với sự kết hợp giữa kiến trúc cổ điển phương Tây và phương Đông, đặc biệt ở các khối nhà lâu đời, và các công trình hiện đại được bổ sung sau này.",24/7,,
way_1419105579,"('way', 1419105579)",10.87622755,106.79685246369581,Đại học khoa học tự nhiên cơ sở 2,university,"modernism, contemporary",,none,https://xdcs.cdnchinhphu.vn/446259493575335936/2025/7/17/khtn-17527408705801486184749.jpg,"Khuôn viên cơ sở 2 của Trường Đại học Khoa học Tự nhiên (ĐHQG-HCM) nổi tiếng với không gian rộng rãi, thoáng mát và nhiều cây xanh, tạo nên một môi trường học tập và nghiên cứu trong lành, khác biệt so với cơ sở nội thành. ",24/7,,
way_802157430,"('way', 802157430)",10.771652903698225,106.6993514856996,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,company,french,1914,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybmHQRZEGpy0FTS_5qLu_sqfjv3fRWPWGS9GDErfQSqDJ7S96ZRbnznYUCajybvzj2dFr-1GNJY5niWo4ndmPyDKE1wIm8G1tQZqAxTudsXf0aE-IlRqSmsZx-67fb3-EN64g=w408-h306-k-no,"CÔNG TY CỔ PHẦN VẬN TẢI ĐƯỜNG SẮT SÀI GÒN, tiền thân là Công ty TNHH MTV Vận tải đường sắt Sài Gòn, được thành lập vào ngày 01 tháng 02 năm 2016, có trụ sở đặt tại 136 Hàm Nghi, Phường Bến Thành, Quận I, Tp.Hồ Chí Minh với ngành nghề kinh doanh chính là vận tải hành khách, hàng hóa, hành lý bằng đường sắt trên phạm vi cả nước và quốc tế; kinh doanh các dịch vụ hỗ trợ vận tải.",,,
,,10.770037186423554,106.69881219549565,Kuretakeso Vietnam,hotel,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGvU2zHwIo_Sq_UMXlDuk_fvrm-bD-gVCzvdnsjkel10GijEhRPh6DLjc-aGfb-EJvV2IoSsJXCuY2d2JfVJz4WElTYKdX3Wmrt-w_w_ZlcBUgxePjcqeHKYN5gXINsLiPR3pcLg=s1360-w1360-h1020-rw,"Kiến trúc của Kuretakeso Hotel tại Thành phố Hồ Chí Minh là sự kết hợp tinh tế giữa phong cách Nhật Bản hiện đại và sự hòa hợp với văn hóa, khí hậu địa phương Việt Nam, tạo nên một không gian nghỉ dưỡng tiện nghi và độc đáo.",,,
way_39598469,"('way', 39598469)",10.7693312,106.70362685389938,Ngân hàng Nhà nước Việt Nam - HCM,government,modernism,1929,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNCoUtO6w6KH17gqtxXzCGVe58WWEGpXnjOcJ1J2slmG_dcB88TqFjKgPUEmjI5Kt6RQ0OPdgLfBAGMKNNkQxIZcyIel82hpEeU7tP9pwKJNjkPN-qcKpjVk1j8RpGeiwki-MroA=s1360-w1360-h1020-rw,"Tòa nhà Ngân hàng Nhà nước Việt Nam (NHNN) chi nhánh TPHCM là một công trình kiến trúc lịch sử nổi bật, thể hiện sự pha trộn độc đáo giữa phong cách kiến trúc Pháp (đặc biệt là Art Deco và Tân cổ điển) và các mô-típ trang trí nghệ thuật truyền thống Chăm Pa và Khmer.
https://tuoitre.vn/tru-so-ngan-hang-nha-nuoc-o-tphcm-xung-tam-di-tich-quoc-gia-1114075.htm",7:00 - 17:30,,
"way,1162012869","('way',1162012869)",10.771208112264201,106.70587328948123,Cục hải quan TPHCM,government,french,,none,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOa1xO4vdFRFp-exa8SX1len9YNTdh-4pFcqvoxa3ln7TcEQEFI5a2Swji2Qw1uBqVvDnhKB1hmviA_3xR6gTA9OfREJ2pzOKlbe1OUzWF2pxVcwLRRGOyb6VfBL7_nGyJrt8=w408-h544-k-no,"Kiến trúc Cục Hải quan TPHCM có thể đề cập đến hai tòa nhà chính: trụ sở cổ và một dự án mới (tòa tháp). Trụ sở cổ ban đầu là Maison Wang-Tai, sau đó trở thành Nha quan thuế của Pháp và là di tích lịch sử. Dự án mới là tòa tháp 21 tầng, được thiết kế vào năm 2021 bởi team kiến trúc sư Nguyễn Văn Tuấn, Phạm Thế Minh, Nguyễn Danh Trường. 
https://plo.vn/di-san-vat-the-sai-gon-300-nam-dau-an-toa-nha-hai-quan-post358541.html",8:30 - 17:00,saturday;sunday,
